Datetime,Close
2025-11-10 14:30:00+00:00,570.2000122070312
2025-11-10 14:31:00+00:00,570.5900268554688
2025-11-10 14:32:00+00:00,567.6649780273438
2025-11-10 14:33:00+00:00,569.0900268554688
2025-11-10 14:34:00+00:00,571.7899780273438
2025-11-10 14:35:00+00:00,571.97998046875
2025-11-10 14:36:00+00:00,571.8499755859375
2025-11-10 14:37:00+00:00,572.5399780273438
2025-11-10 14:38:00+00:00,572.2349853515625
2025-11-10 14:39:00+00:00,572.6900024414062
2025-11-10 14:40:00+00:00,571.3099975585938
2025-11-10 14:41:00+00:00,570.8939819335938
2025-11-10 14:42:00+00:00,570.4199829101562
2025-11-10 14:43:00+00:00,569.47998046875
2025-11-10 14:44:00+00:00,570.5800170898438
2025-11-10 14:45:00+00:00,571.1099853515625
2025-11-10 14:46:00+00:00,571.5900268554688
2025-11-10 14:47:00+00:00,571.0900268554688
2025-11-10 14:48:00+00:00,570.25
2025-11-10 14:49:00+00:00,569.7100219726562
2025-11-10 14:50:00+00:00,569.1500244140625
2025-11-10 14:51:00+00:00,568.0800170898438
2025-11-10 14:52:00+00:00,567.5850219726562
2025-11-10 14:53:00+00:00,566.8599853515625
2025-11-10 14:54:00+00:00,566.6900024414062
2025-11-10 14:55:00+00:00,568.9400024414062
2025-11-10 14:56:00+00:00,568.6799926757812
2025-11-10 14:57:00+00:00,568.9716186523438
2025-11-10 14:58:00+00:00,569.875
2025-11-10 14:59:00+00:00,568.875
2025-11-10 15:00:00+00:00,568.8099975585938
2025-11-10 15:01:00+00:00,569.0999755859375
2025-11-10 15:02:00+00:00,567.5449829101562
2025-11-10 15:03:00+00:00,567.5999755859375
2025-11-10 15:04:00+00:00,568.4450073242188
2025-11-10 15:05:00+00:00,568.2849731445312
2025-11-10 15:06:00+00:00,567.760009765625
2025-11-10 15:07:00+00:00,567.5
2025-11-10 15:08:00+00:00,568.1599731445312
2025-11-10 15:09:00+00:00,567.8599853515625
2025-11-10 15:10:00+00:00,568.25
2025-11-10 15:11:00+00:00,568.625
2025-11-10 15:12:00+00:00,569.2691040039062
2025-11-10 15:13:00+00:00,569.280029296875
2025-11-10 15:14:00+00:00,568.780029296875
2025-11-10 15:15:00+00:00,568.52001953125
2025-11-10 15:16:00+00:00,567.8201293945312
2025-11-10 15:17:00+00:00,567.6201171875
2025-11-10 15:18:00+00:00,566.5999755859375
2025-11-10 15:19:00+00:00,565.6199951171875
2025-11-10 15:20:00+00:00,565.9249877929688
2025-11-10 15:21:00+00:00,567.219970703125
2025-11-10 15:22:00+00:00,566.6300048828125
2025-11-10 15:23:00+00:00,566.9066162109375
2025-11-10 15:24:00+00:00,567.9799194335938
2025-11-10 15:25:00+00:00,567.27001953125
2025-11-10 15:26:00+00:00,566.280029296875
2025-11-10 15:27:00+00:00,566.4000244140625
2025-11-10 15:28:00+00:00,566.8900146484375
2025-11-10 15:29:00+00:00,566.823486328125
2025-11-10 15:30:00+00:00,567.0800170898438
2025-11-10 15:31:00+00:00,566.47998046875
2025-11-10 15:32:00+00:00,566.239990234375
2025-11-10 15:33:00+00:00,564.9249877929688
2025-11-10 15:34:00+00:00,565.47998046875
2025-11-10 15:35:00+00:00,565.7899780273438
2025-11-10 15:36:00+00:00,566.0999755859375
2025-11-10 15:37:00+00:00,566.52001953125
2025-11-10 15:38:00+00:00,565.25
2025-11-10 15:39:00+00:00,565.2999877929688
2025-11-10 15:40:00+00:00,564.4199829101562
2025-11-10 15:41:00+00:00,563.7100219726562
2025-11-10 15:42:00+00:00,563.9450073242188
2025-11-10 15:43:00+00:00,564.2150268554688
2025-11-10 15:44:00+00:00,564.4249877929688
2025-11-10 15:45:00+00:00,565.25
2025-11-10 15:46:00+00:00,565.035400390625
2025-11-10 15:47:00+00:00,564.8204956054688
2025-11-10 15:48:00+00:00,564.3699951171875
2025-11-10 15:49:00+00:00,565.219970703125
2025-11-10 15:50:00+00:00,565.0399780273438
2025-11-10 15:51:00+00:00,563.6400146484375
2025-11-10 15:52:00+00:00,563.469970703125
2025-11-10 15:53:00+00:00,563.8400268554688
2025-11-10 15:54:00+00:00,564.6799926757812
2025-11-10 15:55:00+00:00,564.8400268554688
2025-11-10 15:56:00+00:00,564.4949951171875
2025-11-10 15:57:00+00:00,564.115478515625
2025-11-10 15:58:00+00:00,564.333984375
2025-11-10 15:59:00+00:00,563.6099243164062
2025-11-10 16:00:00+00:00,562.4472045898438
2025-11-10 16:01:00+00:00,562.969970703125
2025-11-10 16:02:00+00:00,562.0150146484375
2025-11-10 16:03:00+00:00,562.2999877929688
2025-11-10 16:04:00+00:00,561.8400268554688
2025-11-10 16:05:00+00:00,562.02001953125
2025-11-10 16:06:00+00:00,562.530029296875
2025-11-10 16:07:00+00:00,563.4199829101562
2025-11-10 16:08:00+00:00,564.0349731445312
2025-11-10 16:09:00+00:00,564.0
2025-11-10 16:10:00+00:00,564.3200073242188
2025-11-10 16:11:00+00:00,565.0700073242188
2025-11-10 16:12:00+00:00,565.2529907226562
2025-11-10 16:13:00+00:00,564.5
2025-11-10 16:14:00+00:00,564.4249877929688
2025-11-10 16:15:00+00:00,564.2000122070312
2025-11-10 16:16:00+00:00,564.0549926757812
2025-11-10 16:17:00+00:00,563.8900146484375
2025-11-10 16:18:00+00:00,563.530029296875
2025-11-10 16:19:00+00:00,563.77001953125
2025-11-10 16:20:00+00:00,564.344970703125
2025-11-10 16:21:00+00:00,564.3499755859375
2025-11-10 16:22:00+00:00,563.8099975585938
2025-11-10 16:23:00+00:00,565.0050048828125
2025-11-10 16:24:00+00:00,564.7000122070312
2025-11-10 16:25:00+00:00,564.5499877929688
2025-11-10 16:26:00+00:00,564.7750244140625
2025-11-10 16:27:00+00:00,565.155029296875
2025-11-10 16:28:00+00:00,565.1599731445312
2025-11-10 16:29:00+00:00,564.8599853515625
2025-11-10 16:30:00+00:00,566.1525268554688
2025-11-10 16:31:00+00:00,566.2249755859375
2025-11-10 16:32:00+00:00,566.60498046875
2025-11-10 16:33:00+00:00,566.4949951171875
2025-11-10 16:34:00+00:00,565.97998046875
2025-11-10 16:35:00+00:00,565.6207885742188
2025-11-10 16:36:00+00:00,565.0189819335938
2025-11-10 16:37:00+00:00,564.989990234375
2025-11-10 16:38:00+00:00,565.0499877929688
2025-11-10 16:39:00+00:00,565.0700073242188
2025-11-10 16:40:00+00:00,564.52001953125
2025-11-10 16:41:00+00:00,565.25
2025-11-10 16:42:00+00:00,566.0900268554688
2025-11-10 16:43:00+00:00,566.155029296875
2025-11-10 16:44:00+00:00,566.6400146484375
2025-11-10 16:45:00+00:00,566.5499877929688
2025-11-10 16:46:00+00:00,566.3699951171875
2025-11-10 16:47:00+00:00,566.4500122070312
2025-11-10 16:48:00+00:00,566.655029296875
2025-11-10 16:49:00+00:00,566.510009765625
2025-11-10 16:50:00+00:00,566.0800170898438
2025-11-10 16:51:00+00:00,566.35498046875
2025-11-10 16:52:00+00:00,566.3699951171875
2025-11-10 16:53:00+00:00,566.8099975585938
2025-11-10 16:54:00+00:00,566.5700073242188
2025-11-10 16:55:00+00:00,566.8400268554688
2025-11-10 16:56:00+00:00,567.2349853515625
2025-11-10 16:57:00+00:00,567.47998046875
2025-11-10 16:58:00+00:00,567.72998046875
2025-11-10 16:59:00+00:00,567.905029296875
2025-11-10 17:00:00+00:00,568.3350219726562
2025-11-10 17:01:00+00:00,568.0700073242188
